Id;Name;Country;JapName;Adaptability;Photo;Photo_file;EditName;EditCountry;EditPhoto;EditIntern;Value1;Value2;Value3;Value4;Value5;Value6
101524;S. Battaglia;144;セバスティアン バッターリャ;81;0;;False;False;False;False;0;0;0;-1;-1;-1
101536;Guillermo 'Guille' Abascal Perez;236;ギユ アバスカル;102;0;;False;False;False;False;0;0;0;-1;-1;-1
101537;I. Borenovic;303;イリヤ ボレノビッチ;82;0;;False;False;False;False;0;0;0;-1;-1;-1
101548;Masakazu Suzuki;13;鈴木 政一;89;0;;False;False;False;False;0;0;0;-1;-1;-1
101550;Hiroki Shibuya;13;渋谷 洋樹;81;0;;False;False;False;False;0;0;0;-1;-1;-1
101559;Ludovic Magnin;238;リュドヴィク マニン;96;0;;False;False;False;False;0;0;0;-1;-1;-1
101562;İsmail 'Arap' Kartal;190;イスマイル カルタル;96;0;;False;False;False;False;0;0;0;-1;-1;-1
101567;Masahiro Shimoda;13;霜田 正浩;75;0;;False;False;False;False;0;0;0;-1;-1;-1
101571;Fernando Andrés Gamboa;144;フェルナンド ガンボア;71;0;;False;False;False;False;0;0;0;-1;-1;-1
101595;John James 'Jack' Ross;232;ジャック ロス;80;0;;False;False;False;False;0;0;0;-1;-1;-1
101606;Javier Luis Torrente;144;ハビエル トレンテ;84;0;;False;False;False;False;0;0;0;-1;-1;-1
101615;Bülent Cesur Korkmaz;190;ビュレント コルクマズ;88;0;;False;False;False;False;0;0;0;-1;-1;-1
101616;Kenta Kawai;13;川井 健太;87;0;;False;False;False;False;0;0;0;-1;-1;-1
101617;Jens Berthel Askou;203;イェンス アスコウ;71;0;;False;False;False;False;0;0;0;-1;-1;-1
101622;Dennis Amato;210;デニス アマト;65;0;;False;False;False;False;0;0;0;-1;-1;-1
101632;Thawatchai Damrong-ongtrakun;36;タワトチャイ ダムロング;56;0;;False;False;False;False;0;0;0;-1;-1;-1
101633;Danny Buijs;224;ダニー バイス;80;0;;False;False;False;False;0;0;0;-1;-1;-1
101634;Steven George Gerrard;204;スティーヴン ジェラード;104;0;;False;False;False;False;0;0;0;-1;-1;-1
101635;Surapong Kongthep;36;スラポン コンテープ;61;0;;False;False;False;False;0;0;0;-1;-1;-1
101638;David Martindale;232;デイヴィッド マーティンデイル;69;0;;False;False;False;False;0;0;0;-1;-1;-1
101639;Mark Peter Gertruda Andreas van Bommel;224;マルク ファン ボメル;102;0;;False;False;False;False;0;0;0;-1;-1;-1
101652;Alexander 'Alex' Frei;238;アレクサンダー フライ;101;0;;False;False;False;False;0;0;0;-1;-1;-1
101654;Marc Brys;197;マルク ブリス;85;0;;False;False;False;False;0;0;0;-1;-1;-1
101665;R. Acosta;144;ロドリゴ アコスタ;100;0;;False;False;False;False;0;0;0;-1;-1;-1
101672;Rangsan 'Aon' Viwatchaichok;36;ランサン ヴィワチャイチョック;76;0;;False;False;False;False;0;0;0;-1;-1;-1
101686;Uthai Boonmoh;36;ウタイ ブンモ;100;0;;False;False;False;False;0;0;0;-1;-1;-1
101690;Cihat Arslan;190;ジハト アルスラン;82;0;;False;False;False;False;0;0;0;-1;-1;-1
101694;Kim Myung-hwi;16;キン ミョンヒ;90;0;;False;False;False;False;0;0;0;-1;-1;-1
101738;Dusit Chalermsan;36;ドゥシット チャレルムサン;65;0;;False;False;False;False;0;0;0;-1;-1;-1
101746;Diego Oscar Monarriz;144;ディエゴ モナリス;70;0;;False;False;False;False;0;0;0;-1;-1;-1
101751;Hakan Keleş;190;ハカン ケレシュ;83;0;;False;False;False;False;0;0;0;-1;-1;-1
101756;Teerasak Po-On;36;ティーラサック ポーン;66;0;;False;False;False;False;0;0;0;-1;-1;-1
101767;Hikmet Karaman;190;ヒクメト カラマン;82;0;;False;False;False;False;0;0;0;-1;-1;-1
101773;Lucas Andrés Pusineri Bignone;144;ルーカス プシネリ;75;0;;False;False;False;False;0;0;0;-1;-1;-1
101775;Jacob Friis;203;ヤコブ フリース;81;0;;False;False;False;False;0;0;0;-1;-1;-1
101777;Kenji Arima;13;有馬 賢二;61;0;;False;False;False;False;0;0;0;-1;-1;-1
101778;Makoto Teguramori;13;手倉森 誠;61;0;;False;False;False;False;0;0;0;-1;-1;-1
101779;Kazuaki Tasaka;13;田坂 和昭;70;0;;False;False;False;False;0;0;0;-1;-1;-1
101842;Filipe Gonçalo Pinto Martins;228;フィリペ マルティンス;85;0;;False;False;False;False;0;0;0;-1;-1;-1
101896;R. Loose;210;ラルフ ローゼ;76;0;;False;False;False;False;0;0;0;-1;-1;-1
101897;Alain Geiger;238;アラン ガイガー;78;0;;False;False;False;False;0;0;0;-1;-1;-1
101899;Wouter Vrancken;197;ワウテル フランケン;105;0;;False;False;False;False;0;0;0;-1;-1;-1
101910;José Jeunechamps;197;ジョゼ ジュヌシャン;88;0;;False;False;False;False;0;0;0;-1;-1;-1
101913;Sergio Gómez;144;セルヒオ ゴメス;75;0;;False;False;False;False;0;0;0;-1;-1;-1
101914;F. Orsi;144;ファビオ オルシ;75;0;;False;False;False;False;0;0;0;-1;-1;-1
101917;Flemming Steen Pedersen;203;フレミング ピーダスン;84;0;;False;False;False;False;0;0;0;-1;-1;-1
101918;Yoshiyuki Shinoda;13;篠田 善之;82;0;;False;False;False;False;0;0;0;-1;-1;-1
101920;Alongkorn Thong-aum;36;アロンコーン トーンガウム;100;0;;False;False;False;False;0;0;0;-1;-1;-1
101924;James McPake;225;ジェームズ マクペイク;70;0;;False;False;False;False;0;0;0;-1;-1;-1
101936;Robbie Neilson;232;ロビー ニールソン;100;0;;False;False;False;False;0;0;0;-1;-1;-1
101939;Fabio Caserta;215;ファビオ カゼルタ;91;0;;False;False;False;False;0;0;0;-1;-1;-1
101950;Patrick Rahmen;238;パトリック ラーメン;105;0;;False;False;False;False;0;0;0;-1;-1;-1
101962;S. Baldini;215;シルヴィオ バルディーニ;93;0;;False;False;False;False;0;0;0;-1;-1;-1
101964;Walter Fiori;144;ワルテル フィオーリ;85;0;;False;False;False;False;0;0;0;-1;-1;-1
101972;Kiyokazu Kudo;13;久藤 清一;59;0;;False;False;False;False;0;0;0;-1;-1;-1
101973;Josep 'Pep' Clotet Ruiz;236;ホセプ クロテト ルイス;105;0;;False;False;False;False;0;0;0;-1;-1;-1
101974;Adebayo Gbadebo;80;アデバヨ グバデボ;65;0;;False;False;False;False;0;0;0;-1;-1;-1
101975;Sasom Pobprasert;36;サソム ポップラスー;88;0;;False;False;False;False;0;0;0;-1;-1;-1
101980;Alexander Jesús Medina Reobasco;152;アレクサンデル メディナ;103;0;;False;False;False;False;0;0;0;-1;-1;-1
101986;Vincent Jean Mpoy Kompany;197;ヴァンサン コンパニ;106;0;;False;False;False;False;0;0;0;-1;-1;-1
101992;Bernd Hollerbach;210;ベルント ホラーバッハ;81;0;;False;False;False;False;0;0;0;-1;-1;-1
101993;Niels Frederiksen;203;ニルス フレズレクスン;95;0;;False;False;False;False;0;0;0;-1;-1;-1
101999;James 'Jim'  Michael Goodwin;214;ジム グッドウィン;70;0;;False;False;False;False;0;0;0;-1;-1;-1
102010;Luka Elsner;235;ルカ エルスネル;86;0;;False;False;False;False;0;0;0;-1;-1;-1
102016;Francesco Baldini;215;フランチェスコ バルディーニ;74;0;;False;False;False;False;0;0;0;-1;-1;-1
102024;Brian Priske Pedersen;203;ブライアン プリスケ;80;0;;False;False;False;False;0;0;0;-1;-1;-1
102033;Manuel Francisco Barreto Sayán;151;マヌエル バレト;91;0;;False;False;False;False;0;0;0;-1;-1;-1
102071;Watcharakorn Antakhamphu;36;ワトチャラコーン アンタカンプ;89;0;;False;False;False;False;0;0;0;-1;-1;-1
102092;Stjepan Tomas;200;スティエパン トマス;90;0;;False;False;False;False;0;0;0;-1;-1;-1
102104;Israel Alejandro Damonte;144;イスラエル ダモンテ;79;0;;False;False;False;False;0;0;0;-1;-1;-1
102109;Mikel Amatriain Arteta;236;ミケル アルテタ;114;0;;False;False;False;False;0;0;0;-1;-1;-1
102115;Paolo Tramezzani;215;パオロ トラメッツァーニ;91;0;;False;False;False;False;0;0;0;-1;-1;-1
102133;Peter Cklamovski;162;ピーター クラモフスキー;100;0;;False;False;False;False;0;0;0;-1;-1;-1
102134;Tadahiro Akiba;13;秋葉 忠宏;65;0;;False;False;False;False;0;0;0;-1;-1;-1
102135;Albert Puig Ortoneda;236;アルベル;105;0;;False;False;False;False;0;0;0;-1;-1;-1
102138;Masami Taki;13;滝 雅美;71;0;;False;False;False;False;0;0;0;-1;-1;-1
102144;Xavier 'Xavi' Hernández Creus;236;シャビ;117;0;;False;False;False;False;0;0;0;-1;-1;-1
102155;Surachai 'Nguan' Jaturapattarapong ;36;スラチャイ ジャトラパタラポン;88;0;;False;False;False;False;0;0;0;-1;-1;-1
102159;Guillermo Sandro Salas Suárez;151;ギジェルモ サラス;77;0;;False;False;False;False;0;0;0;-1;-1;-1
102160;Julio Marcelo Mosset;144;マルセロ モセト;66;0;;False;False;False;False;0;0;0;-1;-1;-1
102179;Ivan Jovanović;303;イヴァン ヨヴァノヴィッチ;99;0;;False;False;False;False;0;0;0;-1;-1;-1
102207;Hakan Kutlu;190;ハカン クトゥル;82;0;;False;False;False;False;0;0;0;-1;-1;-1
102224;D. Mutlu;190;ディラヴェル ムトゥル;71;0;;False;False;False;False;0;0;0;-1;-1;-1
102227;Paulo César Silva Peixoto;228;セーザル ペイショト;79;0;;False;False;False;False;0;0;0;-1;-1;-1
102232;Luís Carlos Batalha Freire;228;ルイス フレイレ;80;0;;False;False;False;False;0;0;0;-1;-1;-1
102234;J. Nagelsmann;210;ユリアン ナゲルスマン;110;0;;False;False;False;False;0;0;0;-1;-1;-1
102235;Diego Hernán Martínez;144;ディエゴ マルティネス;81;0;;False;False;False;False;0;0;0;-1;-1;-1
102237;Mario Frick;218;マリオ フリック;88;0;;False;False;False;False;0;0;0;-1;-1;-1
102239;Igor Jovićević;200;イゴル ヨヴィチェヴィッチ;85;0;;False;False;False;False;0;0;0;-1;-1;-1
102240;Javier Esteban Sanguinetti;144;ハビエル サンギネッティ;64;0;;False;False;False;False;0;0;0;-1;-1;-1
102248;Davide Dionigi;215;ダヴィデ ディオニージ;100;0;;False;False;False;False;0;0;0;-1;-1;-1
102249;Cristian Alberto 'Kily' González Peret;144;クリスティアン ゴンサレス;71;0;;False;False;False;False;0;0;0;-1;-1;-1
102258;J. Neestrup;203;ヤコブ ニーストロプ;91;0;;False;False;False;False;0;0;0;-1;-1;-1
102263;Atılay Canel;190;アトゥライ ジャネル;67;0;;False;False;False;False;0;0;0;-1;-1;-1
102266;Nacho Fernández;236;ナチョ フェルナンデス;101;0;;False;False;False;False;0;0;0;-1;-1;-1
102272;Artur Jorge;228;アルトゥール ジョルジェ;103;0;;False;False;False;False;0;0;0;-1;-1;-1
102273;N. Veríssimo;228;ネルソン ヴェリッシモ;94;0;;False;False;False;False;0;0;0;-1;-1;-1
102276;Alexander Matthias Blessin;210;アレクサンダー ブレシン;80;0;;False;False;False;False;0;0;0;-1;-1;-1
102284;Carlos Corberán Vallet;236;カルロス コルベラン;95;0;;False;False;False;False;0;0;0;-1;-1;-1
102287;Daniel Poyatos Algaba;236;ダニエル ポヤトス;105;0;;False;False;False;False;0;0;0;-1;-1;-1
102290;Callum Iain Davidson;232;カラム デイヴィッドソン;64;0;;False;False;False;False;0;0;0;-1;-1;-1
102291;Domènec Torrent;236;ドメネク トレント;109;0;;False;False;False;False;0;0;0;-1;-1;-1
102297;Mário Fernando Magalhães da Silva;228;マリオ シルヴァ;75;0;;False;False;False;False;0;0;0;-1;-1;-1
102298;Andrea Pirlo;215;アンドレア ピルロ;115;0;;False;False;False;False;0;0;0;-1;-1;-1
102314;Rúben Filipe Marques Amorim;228;ルベン アモリム;113;0;;False;False;False;False;0;0;0;-1;-1;-1
102316;K. Blackwell;204;ケヴィン ブラックウェル;70;0;;False;False;False;False;0;0;0;-1;-1;-1
102322;Sarawut Treephan;36;サラウット トレーパン;74;0;;False;False;False;False;0;0;0;-1;-1;-1
102325;Atsuhiro Miura;13;三浦 淳寛;105;0;;False;False;False;False;0;0;0;-1;-1;-1
102341;Daniele 'Danny' Invincibile;162;ダニー インヴィンシビル;100;0;;False;False;False;False;0;0;0;-1;-1;-1
102342;Valérien Ismaël;208;ヴァレリアン イスマエル;89;0;;False;False;False;False;0;0;0;-1;-1;-1
102344;Mario Gjurovski;221;マリオ ジュロヴスキ;100;0;;False;False;False;False;0;0;0;-1;-1;-1
102355;Hiroaki Hiraoka;13;平岡 宏章;61;0;;False;False;False;False;0;0;0;-1;-1;-1
102365;Y. Akita;13;秋田 豊;74;0;;False;False;False;False;0;0;0;-1;-1;-1
102370;Ken Yoshida;13;吉田 謙;59;0;;False;False;False;False;0;0;0;-1;-1;-1
102372;Leandro Damián Martini;144;レアンドロ マルティニ;71;0;;False;False;False;False;0;0;0;-1;-1;-1
102389;Mbaye Leye;83;エムバイェ レイェ;84;0;;False;False;False;False;0;0;0;-1;-1;-1
102393;Gabriel Reinaldo Graciani;144;ガブリエル グラチャーニ;87;0;;False;False;False;False;0;0;0;-1;-1;-1
102398;Carit Falch;203;カーリト カルク;94;0;;False;False;False;False;0;0;0;-1;-1;-1
102402;Carlos Julio Bustos;144;カルロス ブストス;79;0;;False;False;False;False;0;0;0;-1;-1;-1
102405;Favio Damián Fernández;144;ファビオ フェルナンデス;88;0;;False;False;False;False;0;0;0;-1;-1;-1
102406;Fernando Rubén Gago;144;フェルナンド ガゴ;107;0;;False;False;False;False;0;0;0;-1;-1;-1
102411;Martí Cifuentes Corvillo;236;マルティ シフエンテス;100;0;;False;False;False;False;0;0;0;-1;-1;-1
102420;F. Kohfeldt;210;フロリアン コフフェルト;102;0;;False;False;False;False;0;0;0;-1;-1;-1
102432;John Kennedy;232;ジョン ケネディ;100;0;;False;False;False;False;0;0;0;-1;-1;-1
102444;Germán Adrián Ramón 'El Mono' Burgos Maestromey;144;ヘルマン ブルゴス;66;0;;False;False;False;False;0;0;0;-1;-1;-1
102465;Suruwat Yensai;36;スルワット イェンサイ;78;0;;False;False;False;False;0;0;0;-1;-1;-1
102469;Stephen Glass;232;スティーヴン グラス;80;0;;False;False;False;False;0;0;0;-1;-1;-1
102471;Emre Belözoğlu;190;エムレ ベロゾール;96;0;;False;False;False;False;0;0;0;-1;-1;-1
102473;Tomonobu Hayakawa;13;早川 知伸;106;0;;False;False;False;False;0;0;0;-1;-1;-1
102476;Maurizio Domizzi;215;マウリツィオ ドミッツィ;105;0;;False;False;False;False;0;0;0;-1;-1;-1
102505;Hiroshi Matsuda;13;松田 浩;105;0;;False;False;False;False;0;0;0;-1;-1;-1
102511;Masanobu Matsunami;13;松波 正信;60;0;;False;False;False;False;0;0;0;-1;-1;-1
102512;Juan César Alayo Vergara;151;ファン アラジョ;77;0;;False;False;False;False;0;0;0;-1;-1;-1
102536;C. Lucarelli;215;クリスティアーノ ルカレッリ;100;0;;False;False;False;False;0;0;0;-1;-1;-1
102537;G. Gattuso;215;ジャコモ ガットゥーゾ;76;0;;False;False;False;False;0;0;0;-1;-1;-1
102573;C. B. Parreira;146;カルロス ビアージ ペレイラ;64;0;;False;False;False;False;0;0;0;-1;-1;-1
102581;Aurelio Vidmar;162;アウレリオ ヴィドマー;93;0;;False;False;False;False;0;0;0;-1;-1;-1
102582;Andreas Alm;237;アンドレアス アルム;71;0;;False;False;False;False;0;0;0;-1;-1;-1
102601;A. Steenbergen;203;アドリー ステーンベルヘン;87;0;;False;False;False;False;0;0;0;-1;-1;-1
102604;R. Meijer;190;ロヒール メイエル;84;0;;False;False;False;False;0;0;0;-1;-1;-1
102606;Bruno Pinheiro;228;ブルーノ ピニェイロ;87;0;;False;False;False;False;0;0;0;-1;-1;-1
102610;Julián Calero;228;フリアン カレロ;81;0;;False;False;False;False;0;0;0;-1;-1;-1
102621;E. Still;197;エドワード スティル;106;0;;False;False;False;False;0;0;0;-1;-1;-1
102623;Jordi Condom;236;ジョルディ コンドン;105;0;;False;False;False;False;0;0;0;-1;-1;-1
102624;T. Courts;232;タム コーツ;71;0;;False;False;False;False;0;0;0;-1;-1;-1
102627;E. Maresca;215;エンツォ マレスカ;80;0;;False;False;False;False;0;0;0;-1;-1;-1
102629;Emerson Pereira;146;エメルソン ペレイラ;100;0;;False;False;False;False;0;0;0;-1;-1;-1
102630;M. Vanetta;238;マッテオ ヴァネッタ;89;0;;False;False;False;False;0;0;0;-1;-1;-1
102631;E. Gorini;215;エドアルド ゴリーニ;94;0;;False;False;False;False;0;0;0;-1;-1;-1
102635;S. Krämer;210;シュテファン クレマー;80;0;;False;False;False;False;0;0;0;-1;-1;-1
102636;M. Zaffaroni;215;マルコ ザッファローニ;85;0;;False;False;False;False;0;0;0;-1;-1;-1
102639;F. Modesto;215;フランチェスコ モデスト;80;0;;False;False;False;False;0;0;0;-1;-1;-1
102640;M. Gjurovski;221;マリオ ジュロヴスキ;100;0;;False;False;False;False;0;0;0;-1;-1;-1
102641;M. Boris;210;ミヒャエル ボリス;76;0;;False;False;False;False;0;0;0;-1;-1;-1
102646;Ö. Erdoğan;190;エメル エルドーアン;86;0;;False;False;False;False;0;0;0;-1;-1;-1
102648;A. Kogiku;13;小菊 昭雄;84;0;;False;False;False;False;0;0;0;-1;-1;-1
102649;Fernando Sales;236;フェルナンド サレス;71;0;;False;False;False;False;0;0;0;-1;-1;-1
102651;D. Flores;144;ディエゴ フロレス;100;0;;False;False;False;False;0;0;0;-1;-1;-1
102652;A. Adrover;144;アドリアン アドロベル;65;0;;False;False;False;False;0;0;0;-1;-1;-1
102653;C. Paulucci;144;クリスティアン パウルッチ;100;0;;False;False;False;False;0;0;0;-1;-1;-1
102654;M. Croci-Torti;238;マッティア クローチ トルティ;85;0;;False;False;False;False;0;0;0;-1;-1;-1
102659;C. Spontón;144;クラウディオ スポントン;75;0;;False;False;False;False;0;0;0;-1;-1;-1
102663;Y. Natsuka;13;名塚 善寛;100;0;;False;False;False;False;0;0;0;-1;-1;-1
102664;İ. Palut;190;イルハン パルト;83;0;;False;False;False;False;0;0;0;-1;-1;-1
102665;F. Oreja;144;ファクンド オレハ;65;0;;False;False;False;False;0;0;0;-1;-1;-1
102666;D. Villar;144;ディエゴ ビジャル;100;0;;False;False;False;False;0;0;0;-1;-1;-1
102669;S. Yamaguchi;13;山口 智;63;0;;False;False;False;False;0;0;0;-1;-1;-1
102671;N. El Maestro;204;ネストル エル マエストロ;88;0;;False;False;False;False;0;0;0;-1;-1;-1
102682;I. Manzo;151;イタロ マンソ;91;0;;False;False;False;False;0;0;0;-1;-1;-1
102684;A. Giannikis;211;アルイリオス ヤニキス;91;0;;False;False;False;False;0;0;0;-1;-1;-1
102685;E. Sözer;190;エルディンチュ ショゼル;72;0;;False;False;False;False;0;0;0;-1;-1;-1
102686;Nuno Campos;228;ヌーノ カンポス;80;0;;False;False;False;False;0;0;0;-1;-1;-1
102687;A. Taffarel;144;アドリアン タファレル;57;0;;False;False;False;False;0;0;0;-1;-1;-1
102688;P. Guiñazú;144;パブロ ギニャス;56;0;;False;False;False;False;0;0;0;-1;-1;-1
102690;H. Donato;144;ウーゴ ドナト;70;0;;False;False;False;False;0;0;0;-1;-1;-1
102691;R. Schantz;135;リック シャンツ;85;0;;False;False;False;False;0;0;0;-1;-1;-1
102693;T. Lesesne;135;トロイ レセスン;100;0;;False;False;False;False;0;0;0;-1;-1;-1
102696;M. Nsien;135;マイケル ヌシエン;81;0;;False;False;False;False;0;0;0;-1;-1;-1
102697;B. Lilley;135;ロバート リリー;100;0;;False;False;False;False;0;0;0;-1;-1;-1
102698;S. Cherundolo;135;スティーヴン チェルンドロ;76;0;;False;False;False;False;0;0;0;-1;-1;-1
102700;M. Briggs;204;マーク ブリッグス;84;0;;False;False;False;False;0;0;0;-1;-1;-1
102701;B. Pirmann;135;ベン パーマン;70;0;;False;False;False;False;0;0;0;-1;-1;-1
102703;H. Watling;204;ハリー ワトリング;85;0;;False;False;False;False;0;0;0;-1;-1;-1
102704;T. Soehn;135;トム ソエン;70;0;;False;False;False;False;0;0;0;-1;-1;-1
102706;M. Lowry;204;マーク ロウリー;105;0;;False;False;False;False;0;0;0;-1;-1;-1
102708;N. Collins;232;ニール コリンズ;71;0;;False;False;False;False;0;0;0;-1;-1;-1
102709;M. Rennie;232;マーティン レニー;71;0;;False;False;False;False;0;0;0;-1;-1;-1
102711;L. Donovan;135;ランドン ドノヴァン;74;0;;False;False;False;False;0;0;0;-1;-1;-1
102712;W. Cabrera;148;ウィルメル カブレラ;80;0;;False;False;False;False;0;0;0;-1;-1;-1
102715;M. Anhaeuser;135;マイケル アンハウザー;69;0;;False;False;False;False;0;0;0;-1;-1;-1
102716;B. Burke;135;ブレンダン バーク;86;0;;False;False;False;False;0;0;0;-1;-1;-1
102717;D. Cruz;135;ダニー クルス;90;0;;False;False;False;False;0;0;0;-1;-1;-1
102719;A. Lillini;144;アンドレス リリニ;103;0;;False;False;False;False;0;0;0;-1;-1;-1
102720;J. Ferrell;135;ジョーダン フェレル;61;0;;False;False;False;False;0;0;0;-1;-1;-1
102722;P. Dalglish;232;ポール ダルグリッシュ;100;0;;False;False;False;False;0;0;0;-1;-1;-1
102725;R. Chaplow;204;リチャード チャップロウ;68;0;;False;False;False;False;0;0;0;-1;-1;-1
102727;A. Marcina;110;アレン マルチナ;91;0;;False;False;False;False;0;0;0;-1;-1;-1
102731;R. De Paoli;144;ロドルフォ デ パオリ;100;0;;False;False;False;False;0;0;0;-1;-1;-1
102753;Filipe Cândido;228;フィリペ カンディド;86;0;;False;False;False;False;0;0;0;-1;-1;-1
102756;T. Kina;13;喜名 哲裕;64;0;;False;False;False;False;0;0;0;-1;-1;-1
102759;Issara Sritaro;36;イサラ シタロ;66;0;;False;False;False;False;0;0;0;-1;-1;-1
102760;M. Funes;144;マルティン フネス;70;0;;False;False;False;False;0;0;0;-1;-1;-1
102761;M. Carrick;204;マイケル キャリック;91;0;;False;False;False;False;0;0;0;-1;-1;-1
102766;S. Morishita;13;森下 申一;63;0;;False;False;False;False;0;0;0;-1;-1;-1
102770;S. Chieffo;238;サンドロ キエッフォ;76;0;;False;False;False;False;0;0;0;-1;-1;-1
102771;K. Sawada;13;沢田 謙太郎;61;0;;False;False;False;False;0;0;0;-1;-1;-1
102772;D. Espínola;144;ダリオ エスピノラ;84;0;;False;False;False;False;0;0;0;-1;-1;-1
102773;Felipe Sánchez;236;フェリペ サンチェス;91;0;;False;False;False;False;0;0;0;-1;-1;-1
102775;Ž. Kopić;200;ジェリコ コピッチ;79;0;;False;False;False;False;0;0;0;-1;-1;-1
102776;R. Rangnick;210;ラルフ ラングニック;95;0;;False;False;False;False;0;0;0;-1;-1;-1
102777;D. Thalhammer;194;ドミニク タールハンマー;71;0;;False;False;False;False;0;0;0;-1;-1;-1
102785;D. De Fauw;197;ダヴィ デ ファウ;104;0;;False;False;False;False;0;0;0;-1;-1;-1
102787;Rui Pedro Silva;228;ルイ ペドロ シルヴァ;92;0;;False;False;False;False;0;0;0;-1;-1;-1
102789;V. Demirel;190;ヴォルカン デミレル;76;0;;False;False;False;False;0;0;0;-1;-1;-1
102796;S. Maloney;232;ショーン マロニー;89;0;;False;False;False;False;0;0;0;-1;-1;-1
102797;H. Hansen;203;ヘンレク ハンスン;72;0;;False;False;False;False;0;0;0;-1;-1;-1
102798;Y. Yoshida;13;吉田 靖;86;0;;False;False;False;False;0;0;0;-1;-1;-1
102800;F. Carvalho;228;フランクリン カルヴァーリョ;70;0;;False;False;False;False;0;0;0;-1;-1;-1
102801;S. Escobar;148;サンティアゴ エスコバル;105;0;;False;False;False;False;0;0;0;-1;-1;-1
102805;S. Özbalta;190;セルカン エズバルタ;77;0;;False;False;False;False;0;0;0;-1;-1;-1
102807;E. Adinolfi;152;エドガルド アディノルフィ;100;0;;False;False;False;False;0;0;0;-1;-1;-1
102809;R. Matsuhashi;13;松橋 力蔵;102;0;;False;False;False;False;0;0;0;-1;-1;-1
102810;Y. Tokisaki;13;時崎 悠;73;0;;False;False;False;False;0;0;0;-1;-1;-1
102812;Bruno Pereira;228;ブルーノ ペレイラ;75;0;;False;False;False;False;0;0;0;-1;-1;-1
102817;G. Vanderidt;197;グレゴワール ファンデリト;76;0;;False;False;False;False;0;0;0;-1;-1;-1
102828;O. Hiljemark;237;オスカル ヒリェマルク;100;0;;False;False;False;False;0;0;0;-1;-1;-1
102829;S. Ramos;144;セルヒオ ラモス;66;0;;False;False;False;False;0;0;0;-1;-1;-1
102831;S. Ofrydopoulos;211;ソクラティス オフリドプロス;67;0;;False;False;False;False;0;0;0;-1;-1;-1
102835;Vasco Matos;228;ヴァスコ マトス;102;0;;False;False;False;False;0;0;0;-1;-1;-1
102838;F. Yallop;110;フランク ヤロップ;100;0;;False;False;False;False;0;0;0;-1;-1;-1
102839;Z. Prince;135;ザック プリンス;77;0;;False;False;False;False;0;0;0;-1;-1;-1
102840;Enrique Duran;236;エンリケ ドゥラン;75;0;;False;False;False;False;0;0;0;-1;-1;-1
102841;T. James;204;トレヴァー ジェームズ;100;0;;False;False;False;False;0;0;0;-1;-1;-1
102842;A. Pulis;204;アンソニー ピューリス;73;0;;False;False;False;False;0;0;0;-1;-1;-1
102843;J. Hutchinson;222;ジョン ハッチンソン;103;0;;False;False;False;False;0;0;0;-1;-1;-1
102844;J. Guerra;153;ファン ゲルラ;68;0;;False;False;False;False;0;0;0;-1;-1;-1
102845;I. Prelec;200;イヴァン プレレツ;90;0;;False;False;False;False;0;0;0;-1;-1;-1
102849;J. Gandolfi;144;ハビエル ガンドルフィ;80;0;;False;False;False;False;0;0;0;-1;-1;-1
102850;S. Kaloğlu;190;スィナン カロール;75;0;;False;False;False;False;0;0;0;-1;-1;-1
102851;L. Somoza;144;レアンドロ ソモサ;80;0;;False;False;False;False;0;0;0;-1;-1;-1
102855;J. Vaccari;144;フリオ バカリ;100;0;;False;False;False;False;0;0;0;-1;-1;-1
102856;C. Casey;135;コナー ケイシー;77;0;;False;False;False;False;0;0;0;-1;-1;-1
102858;M. Mignani;215;ミケーレ ミニャーニ;80;0;;False;False;False;False;0;0;0;-1;-1;-1
102864;M. Dalgıç;190;メフメト ダルグチュ;66;0;;False;False;False;False;0;0;0;-1;-1;-1
102867;R. Uçar;190;レジェプ ウチャル;76;0;;False;False;False;False;0;0;0;-1;-1;-1
102869;F.Alexandersson;213;フレイル アレクサンダーソン;73;0;;False;False;False;False;0;0;0;-1;-1;-1
102873;M. Altındağ;190;ムスタファ アルトゥンダー;67;0;;False;False;False;False;0;0;0;-1;-1;-1
102901;M. Fuentes;124;ミゲル フエンテス;70;0;;False;False;False;False;0;0;0;-1;-1;-1
102902;J. Lozano;124;ハイメ ロサノ;80;0;;False;False;False;False;0;0;0;-1;-1;-1
102903;M. Vucetich;124;マヌエル ブセティッチ;80;0;;False;False;False;False;0;0;0;-1;-1;-1
102904;G. Caballero;124;ガブリエル カバジェロ;73;0;;False;False;False;False;0;0;0;-1;-1;-1
102905;F. Ortiz;144;フェルナンド オルティス;78;0;;False;False;False;False;0;0;0;-1;-1;-1
102906;E. Fentanes;124;エドゥアルド フェンタネス;88;0;;False;False;False;False;0;0;0;-1;-1;-1
102911;S. Yılmaz;190;セフェル ユルマズ;74;0;;False;False;False;False;0;0;0;-1;-1;-1
102914;J. Araujo;151;ホルヘ アラウホ;75;0;;False;False;False;False;0;0;0;-1;-1;-1
102922;A. Soncin;215;アンドレーア ソンチン;78;0;;False;False;False;False;0;0;0;-1;-1;-1
102924;A. Agostini;215;アレッサンドロ アゴスティーニ;75;0;;False;False;False;False;0;0;0;-1;-1;-1
102926;S. Miranda;147;セバスティアン ミランダ;100;0;;False;False;False;False;0;0;0;-1;-1;-1
