Id;Name;Country;Stadium;Coach;National;NameJapanese;NameSpanish;NameLatamSpanish;NameEnglish;NameUSEnglish;NameItalian;NamePortuguese;NameBrazilian;NameFrench;NameGerman;NameDutch;NameSwedish;NameRussian;NameGreek;NameTurkish;NameSimplifiedChinese;NameDatabase;NameEmpty1;NameEmpty2;NameEmpty3;NameEmpty4;ShortNameLicensed;ShortNameFake;Abbreviation;Commentary;StadiumFile;StadiumName;StadiumFileName;EmblemFile;EmblemFileName;Rival1;Rival2;Rival3;Banner1;Banner2;Banner3;Banner4;Kit1;Kit2;Kit3;Kit4;Kit5;Kit6;Kit7;Kit8;Kit9;Kit10;TeamColor1R;TeamColor1G;TeamColor1B;TeamColor2R;TeamColor2G;TeamColor2B;TurfPattern;SidelineColour;SeatColour;GoalStyle;NetPattern;GoalNettingDesign;GoalNettingColor1R;GoalNettingColor1G;GoalNettingColor1B;GoalNettingColor2R;GoalNettingColor2G;GoalNettingColor2B;Sponsor1;Sponsor2;Sponsor3;SponsorFile1;SponsorFile2;SponsorFile3;SponsorColorR;SponsorColorG;SponsorColorB;EditName;EditEmblem;EditStadium;EditStadiumName;EditStadiumFile;EditStadiumDetails;EditStadiumDetails2;EditRivals;EditBanners;EditTeamColors;EditCoach;EditSponsorFile;EditSponsorColors;EditSponsor;Edit1;Fake;LicencedPlayers;LicencedKits;LicencedCoach;LicencedCoach2;FeederTeam;ParentTeam;NonPlayableLeague;HasAnthem;AnthemStandingStyle;AnthemPlayersSinging;AnthemStandingAngle;Value1;Value2;Value3;Value4;Value5;Value6;Value7;ValueFF;Team2020_1;Team2020_2;Team2020_3;Team2020_4;Team2020_5;Team2020_6;Team2020_7;Team2020_8;Team2020_9;Team2020_10;Team2020_11;Country2020_1;Country2020_2;Country2020_3;Country2020_4;Country2020_5;Value2020_1;Value2020_2;Value2020_3;Value2020_4;Value2020_5;Value2020_6;Value2020_7;Value2020_8;Value2020_9;Value2020_10;Value2020_11;Value2020_12;Value2020_13;Value2020_14;Value2020_15;Value2020_16;Value2020_17
160;MONTEDIO YAMAGATA;13;19;102133;False;モンテディオ山形;;;MONTEDIO YAMAGATA;;;;;;;;;;;;山形山神;;;;;;YMG;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;6;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;16;13;0;0;0;0;1174405120;-1;0;0;27394048;103039446;0;20;1;0;0;-1;0;0;0;0
161;MITO HOLLYHOCK;13;19;102134;False;水戸ホーリーホック;;;MITO HOLLYHOCK;;;;;;;;;;;;水户蜀葵;;;;;;MTO;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;6;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;29;13;0;0;0;0;0;-1;0;0;3801088;48546273;0;20;1;0;0;-1;0;0;0;0
162;OMIYA ARDIJA;13;40;101567;False;大宮アルディージャ;;;OMIYA ARDIJA;;;;;;;;;;;;大宫松鼠;;;;;;OMY;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;6;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;226;13;0;0;0;0;1660944384;-1;0;0;27983872;71680475;0;20;1;0;0;-1;0;0;0;0
163;KAWASAKI FRONTALE;13;15;100962;False;川崎フロンターレ;;;KAWASAKI FRONTALE;;;;;;;;;;;;川崎前锋;;;;;;KAF;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;146;13;0;146;0;11000;134227728;-1;0;8;60167514;101156814;24898;2;1;0;0;-1;0;0;0;0
164;YOKOHAMA FC;13;40;102473;False;横浜FC;;;YOKOHAMA FC;;;;;;;;;;;;横滨FC;;;;;;YFC;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;146;13;0;0;0;0;1761607680;-1;0;0;28573696;36161744;0;20;1;0;0;-1;0;0;0;0
165;SHONAN BELLMARE;13;19;102669;False;湘南ベルマーレ;;;SHONAN BELLMARE;;;;;;;;;;;;湘南比马;;;;;;SHN;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;146;13;0;0;0;0;1895825408;-1;0;0;28049408;59179994;0;20;1;0;0;-1;0;0;0;0
166;VENTFORET KOFU;13;19;101377;False;ヴァンフォーレ甲府;;;VENTFORET KOFU;;;;;;;;;;;;甲府风林;;;;;;KFU;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;6;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;146;13;0;0;0;0;0;-1;0;0;2686976;69633497;0;20;1;0;0;-1;0;0;0;0
167;ALBIREX NIIGATA;13;15;102135;False;アルビレックス新潟;;;ALBIREX NIIGATA;;;;;;;;;;;;新潟天鹅;;;;;;NGT;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;6;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;152;13;0;0;0;0;0;-1;0;0;2555904;75907680;0;20;1;0;0;-1;0;0;0;0
168;CEREZO OSAKA;13;15;102648;False;セレッソ大阪;;;CEREZO OSAKA;;;;;;;;;;;;大阪樱花;;;;;;COS;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;16;13;0;0;0;0;1224736768;-1;0;0;27852800;59228634;0;20;1;0;0;-1;0;0;0;0
169;AVISPA FUKUOKA;13;60;101521;False;アビスパ福岡;;;AVISPA FUKUOKA;;;;;;;;;;;;福冈黄蜂;;;;;;FKO;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;146;13;0;0;0;0;1979711488;-1;0;0;60030976;105350473;0;20;1;0;0;-1;0;0;0;0
170;SAGAN TOSU;13;42;101694;False;サガン鳥栖;;;SAGAN TOSU;;;;;;;;;;;;鸟栖沙岩;;;;;;TSU;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;16;13;0;0;0;0;671088640;-1;0;0;27394048;88474956;0;20;1;0;0;-1;0;0;0;0
171;OITA TRINITA;13;13;101384;False;大分トリニータ;;;OITA TRINITA;;;;;;;;;;;;大分三神;;;;;;OIT;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;146;13;0;0;0;0;0;-1;0;0;2555904;88392542;0;20;1;0;0;-1;0;0;0;0
172;MADRID ROSAS RB;236;60;262196;False;マドリー ロサス RB;;;MADRID ROSAS RB;;;;;;;;;;;;马德里罗萨斯 红白;;;;;;ATM;MDR;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;109;0;0;0;0;0;208;236;146;236;0;202814592;1212959552;-1;0;2;86706966;98731301;73;2;0;0;0;-1;0;0;0;0
173;MANCHESTER B;204;60;262360;False;マンチェスター B;;;MANCHESTER B;;;;;;;;;;;;曼彻斯特 蓝;;;;;;MCI;MNB;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;100;0;0;0;2187;0;146;204;236;204;146;1722133;1913502624;-1;0;1;87296267;73615018;70;2;0;0;0;-1;0;0;0;0
174;ANDERLECHT;197;42;101986;False;アンデルレヒト;;;ANDERLECHT;;;;;;;;;;;;安德莱赫特;;;;;;AND;AND;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;4158;232;5192;0;1197;0;0;0;0;269;224;197;208;197;135;218323208;1073791824;-1;0;5;30043916;48284980;329;37;1;0;0;-1;0;0;0;0
175;SPARTA PRAHA;202;20;138;False;スパルタ プラハ;;;SPARTA PRAHA;;;;;;;;;;;;布拉格斯巴达;;;;;;SPA;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;1;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;174;0;5189;0;0;0;0;0;234;202;229;202;234;-2147406648;1895855408;-1;0;7;29126413;65160647;199;37;1;0;0;-1;0;0;0;0
176;BLACKBURN BW;204;42;362379;False;ブラックバーン BW;;;BLACKBURN BW;;;;;;;;;;;;布莱克本 蓝白;;;;;;BLB;BLB;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;214;204;0;204;0;29500;1879078192;-1;0;6;30345538;31556422;196;5;1;0;0;-1;0;0;0;0
177;EVERTON B;204;42;262248;False;エヴァートン B;;;EVERTON B;;;;;;;;;;;;埃弗顿 红蓝;;;;;;EVE;EVE;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;103;0;0;0;0;0;208;204;208;204;146;1308667;1225236768;-1;0;3;53938443;63161146;70;37;1;0;0;-1;0;0;0;0
178;FULHAM W;204;42;262423;False;フラム W;;;FULHAM W;;;;;;;;;;;;富勒姆 白;;;;;;FUL;FUL;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;135;204;0;204;0;1862771776;1879348192;-1;0;4;53217548;98714781;325;21;1;0;0;-1;0;0;0;0
179;TOTTENHAM WB;204;42;262250;False;トッテナム WB;;;TOTTENHAM WB;;;;;;;;;;;;托特纳姆 蓝白;;;;;;TOT;TOT;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;101;0;0;0;0;0;232;204;144;204;208;219393058;1980411488;-1;0;2;46926092;44090034;133;1;0;0;0;-1;0;0;0;0
180;AUXERRE;208;42;262391;False;オセール;;;AUXERRE;;;;;;;;;;;;欧塞尔;;;;;;AJA;AUX;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;73;208;0;208;0;11567;637584208;-1;0;8;29559876;48398801;70;37;2;0;0;-1;0;0;0;0
181;OLYMPIQUE LYONNAIS;208;18;262579;False;オリンピック リヨン;;;OLYMPIQUE LYONNAIS;;;;;;;;;;;;里昂;;;;;;OL;LYO;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;1528;413;213;0;113;0;0;0;0;418;146;208;146;208;0;1863001643;1761907680;-1;0;5;54332427;50579756;137;21;1;0;0;-1;0;0;0;0
182;RC LENS;208;20;363063;False;RC ランス;;;RC LENS;;;;;;;;;;;;朗斯;;;;;;RCL;LEN;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;73;208;83;208;44;31300;1912652624;-1;0;8;54201412;58934450;205;21;1;0;0;-1;0;0;0;0
184;SCHALKE BW;210;50;264452;False;シャルケ BW;;;SCHALKE BW;;;;;;;;;;;;沙尔克 蓝白;;;;;;S04;SCH;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;1;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;127;0;126;0;0;0;0;0;0;210;224;210;208;397167;300000;-1;0;5;4262925;73400420;260;17;1;0;0;-1;0;0;0;0
186;BOLOGNA RB;215;19;262163;False;ボローニャ RB;;;BOLOGNA RB;;;;;;;;;;;;博洛尼亚 红蓝;;;;;;BOL;BOL;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;124;0;0;0;0;0;224;215;146;215;0;365800;1904264016;-1;0;5;54528533;50529443;141;21;1;0;0;-1;0;0;0;0
187;BRESCIA BA;215;19;262519;False;ブレシア BA;;;BRESCIA BA;;;;;;;;;;;;布鲁蒂耶;;;;;;BRE;BRE;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;208;215;146;215;234;86067;1904244016;-1;0;7;63048261;62982057;201;37;1;0;0;-1;0;0;0;0
188;CHIEVO GB;215;15;264348;False;キエーヴォ GB;;;CHIEVO GB;;;;;;;;;;;;迪埃尔 黄;;;;;;CHI;CHI;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;1;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;336;0;0;0;0;0;0;215;303;215;0;54700;50000;-1;0;7;3148399;73678948;397;37;2;0;0;-1;0;0;0;0
190;UDINE BN;215;19;364927;False;ウディネ BN;;;UDINE BN;;;;;;;;;;;;乌迪内 白黑;;;;;;UDI;UDI;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;398;0;144;215;144;215;0;151233611;1744930464;-1;0;6;79301142;44385828;74;37;1;0;0;-1;0;0;0;0
191;BENFICA;228;60;102273;False;ベンフィカ;;;BENFICA;;;;;;;;;;;;本菲卡;;;;;;SLB;LXE;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;172;2388;0;192;0;0;0;0;193;146;228;146;228;144;369412519;-1752919072;-1;0;3;53087765;82102691;71;21;1;0;0;-1;0;0;0;0
192;PORTO;228;13;249;False;ポルト;;;PORTO;;;;;;;;;;;;波尔图;;;;;;POR;POR;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;1264;172;1974;0;191;0;0;4323;0;193;146;228;146;228;124;369470852;1980011488;-1;0;3;45878805;67241397;8;5;1;0;0;-1;0;0;0;0
193;SPORTING CP;228;10;102314;False;スポルティング CP;;;SPORTING CP;;;;;;;;;;;;葡萄牙体育;;;;;;SCP;LVB;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;240;172;1974;0;191;0;0;0;0;192;236;228;146;228;144;168078060;1224836768;-1;0;3;88346133;40060605;198;37;1;0;0;-1;0;0;0;0
194;SEVILLA TRIANA VB;236;60;262237;False;セビージャ トリアナ VB;;;SEVILLA TRIANA VB;;;;;;;;;;;;塞维利亚特里亚纳 绿白;;;;;;BET;SET;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;265;0;0;0;0;0;208;236;146;236;124;532167;1912902624;-1;0;4;52955904;96699202;199;5;1;0;0;-1;0;0;0;0
195;VIGO AB;236;15;362336;False;ビーゴ AB;;;VIGO AB;;;;;;;;;;;;维戈 蓝白;;;;;;CEL;VIG;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;144;236;152;236;0;-2147249581;536970912;-1;0;5;28052246;90391875;387;37;1;0;0;-1;0;0;0;0
196;VASCO GIPUZKOA AB;236;15;362746;False;バスコ ギプスコア AB;;;VASCO GIPUZKOA AB;;;;;;;;;;;;巴斯科希普斯夸 蓝白;;;;;;RSO;VCG;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;4276;0;0;0;0;0;0;0;0;0;0;208;236;0;236;0;171333;1359054496;-1;0;6;29494028;54657746;69;21;1;0;0;-1;0;0;0;0
197;FENERBAHÇE;190;46;102791;False;フェネルバフチェ;;;FENERBAHÇE;;;;;;;;;;;;费内巴切;;;;;;FB;FEN;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;113;1218;0;130;0;0;0;0;273;210;190;146;190;228;160900;1879098192;-1;0;5;28931861;54805937;140;21;1;0;0;-1;0;0;0;0
198;PANATHINAIKOS;211;40;102179;False;パナシナイコス;;;PANATHINAIKOS;;;;;;;;;;;;帕纳辛纳科斯;;;;;;PAN;;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;True;True;0;0;1;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;190;0;133;0;0;1212;0;270;236;211;210;211;191;15500;1207969552;-1;0;8;78345984;86247468;266;5;1;0;0;-1;0;0;0;0
199;PES UNITED;210;20;362169;False;PESユナイテッド;;;PES UNITED;;;;;;;;;;;;PES联队;;;;;;PES;PES;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;144;210;0;0;0;0;1627389952;-1;0;0;78643200;100729997;0;20;1;0;0;-1;0;0;0;0
201;BIRMINGHAM B;204;42;364073;False;バーミンガム B;;;BIRMINGHAM B;;;;;;;;;;;;伯明翰 蓝;;;;;;BIR;BIR;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;224;204;0;204;0;94800;1744880464;-1;0;6;53938498;58999621;264;37;1;0;0;-1;0;0;0;0
203;CHARLTON RW;204;42;264362;False;チャールトン RW;;;CHARLTON RW;;;;;;;;;;;;查尔顿 红白;;;;;;CHA;CHA;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;0;1;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;144;44;224;204;208;1140852688;1132512080;-1;0;8;77808141;100944022;586;5;1;0;0;-1;0;0;0;0
204;LEICESTER B;204;42;262259;False;レスター B;;;LEICESTER B;;;;;;;;;;;;莱斯特 蓝;;;;;;LEI;LEI;;-1;-1;;;-1;;0;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;-1;-1;-1;;;;0;0;0;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;0;0;0;False;0;0;0;-1;False;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;208;204;197;204;80;202281592;1913102624;-1;0;3;46205198;40109097;69;37;1;0;0;-1;0;0;0;0
